operation,year,sample_label,date,julian_day,leg,lat_deg,lat_min,lat_ns,long_deg,long_min,long_EW,station,ctd,bottle,sample_code,sample_type,depth_level,depth_m,snow_cover,fsw_added_mL,total_volume_after_melting_mL,ice_corrected,sampling_person,sampling_comment,fcm_instrument,fcm_operator,file_fluo_nat,Syn_mL,Pico_mL,Pico_FSC,Pico_SSC,Pico_Chl,Nano_mL,Nano_FSC,Nano_SSC,Nano_Chl,Crypto_mL,Crypto_FSC,Crypto_SSC,Crypto_PE,Crypto_Chl,file_bact,HBact_mL,HBact_SSC,HBact_DNA,LBact_mL,LBact_SSC,LBact_DNA,Bact_mL
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,143,7,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0143-B7-50M,0,0,,,,122,,,,0,,,,,B_CTD0143-B7-50M,,,,,,,177597
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,143,5,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0143-B5-60M,0,0,,,,136,,,,0,,,,,B_CTD0143-B5-60M,,,,,,,176833
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,143,3,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0143-B3-70M,0,0,,,,0,,,,0,,,,,B_CTD0143-B3-70M,,,,,,,183625
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,143,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0143-B1-100M,0,0,,,,0,,,,0,,,,,B_CTD0143-B1-100M,,,,,,,172097
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B21-0M_Rate63,0,10709,,,,1042,,,,0,,,,,B_CTD0144-B21-0M_Rate63,,,,,,,957750
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,18,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B18-5M,0,10952,,,,1323,,,,0,,,,,B_CTD0144-B18-5M,,,,,,,831603
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,15,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B15-10M,0,6265,,,,1175,,,,0,,,,,B_CTD0144-B15-10M,,,,,,,466294
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,14,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B14-15M,0,1381,,,,566,,,,0,,,,,B_CTD0144-B14-15M,,,,,,,450662
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,10,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B10-25M,0,847,,,,307,,,,0,,,,,B_CTD0144-B10-25M,,,,,,,849338
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,9,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B9-50M,0,0,,,,85,,,,0,,,,,B_CTD0144-B9-50M,,,,,,,189647
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,7,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B7-75M,0,0,,,,0,,,,0,,,,,B_CTD0144-B7-75M,,,,,,,152559
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,6,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B6-100M,0,0,,,,0,,,,0,,,,,B_CTD0144-B6-100M,,,,,,,150971
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,5,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B5-150M,0,0,,,,0,,,,0,,,,,B_CTD0144-B5-150M,,,,,,,139471
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,4,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B4-200M,0,0,,,,0,,,,0,,,,,B_CTD0144-B4-200M,,,,,,,257794
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,3,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B3-250M,0,0,,,,0,,,,0,,,,,B_CTD0144-B3-250M,,,,,,,264588
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD0144-B1-350M,,,,,,,375441
Amundsen,2016,,2016-07-02,,,70,0,N,62,25,W,G519,144,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B21-0M_TFF,0,477143,,,,39349,,,,2995,,,,,,,,,,,,
Amundsen,2016,,2016-07-03,,,70,0,N,62,25,W,G519,144,19,,TFF,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0144-B19-10M_TFF,0,104937,,,,29767,,,,1497,,,,,,,,,,,,
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B18-0M_Rate69,0,13696,,,,2947,,,,217,,,,,B_CTD0147-B18-0M_Rate34,,,,,,,549662
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,16,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B16-5M,0,9802,,,,2990,,,,290,,,,,B_CTD0147-B16-5M,,,,,,,540956
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,14,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B14-10M,0,9729,,,,2884,,,,217,,,,,B_CTD0147-B14-10M,,,,,,,489397
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,12,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B12-15M,0,7792,,,,2870,,,,145,,,,,B_CTD0147-B12-15M,,,,,,,443985
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B11-20M,0,4763,,,,1903,,,,0,,,,,B_CTD0147-B11-20M,,,,,,,431132
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,8,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B8-25M,0,2329,,,,633,,,,0,,,,,B_CTD0147-B8-25M,,,,,,,475000
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B7-30M,0,952,,,,329,,,,0,,,,,B_CTD0147-B7-30M,,,,,,,352221
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B5-40M,0,251,,,,324,,,,0,,,,,B_CTD0147-B5-40M,,,,,,,241353
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,3,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B3-50M,0,188,,,,275,,,,0,,,,,B_CTD0147-B3-50M,,,,,,,236588
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,147,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0147-B1-100M,0,0,,,,0,,,,0,,,,,B_CTD0147-B1-100M,,,,,,,141853
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B21-0M_Rate66,0,10894,,,,2707,,,,354,,,,,B_CTD0148-B21-0M_Rate33,,,,,,,588838
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,19,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B19-10M,0,10773,,,,3778,,,,177,,,,,B_CTD0148-B19-10M,,,,,,,556132
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,17,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B17-20M,0,2758,,,,768,,,,35,,,,,B_CTD0148-B17-20M,,,,,,,555824
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,13,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B13-30M,0,788,,,,298,,,,35,,,,,B_CTD0148-B13-30M,,,,,,,379912
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,11,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B11-40M,0,328,,,,283,,,,20,,,,,B_CTD0148-B11-40M,,,,,,,263691
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,10,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B10-50M,0,263,,,,409,,,,25,,,,,B_CTD0148-B10-50M,,,,,,,261294
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,8,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B8-75M,0,0,,,,76,,,,0,,,,,B_CTD0148-B8-75M,,,,,,,157118
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,6,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B6-100M,0,0,,,,0,,,,0,,,,,B_CTD0148-B6-100M,,,,,,,147618
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,5,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B5-150M,0,0,,,,0,,,,0,,,,,B_CTD0148-B5-150M,,,,,,,133456
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,4,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B4-200M,0,0,,,,0,,,,0,,,,,B_CTD0148-B4-200M,,,,,,,203926
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,3,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B3-250M,0,0,,,,0,,,,0,,,,,B_CTD0148-B3-250M,,,,,,,155559
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD0148-B1-350M,,,,,,,157397
Amundsen,2016,,2016-07-03,,,70,30,N,63,59,W,G600,148,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B21-0M_TFF,0,237813,,,,97015,,,,16111,,,,,,,,,,,,
Amundsen,2016,,2016-07-04,,,70,30,N,63,59,W,G600,148,17,,TFF,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0148-B17-20M_TFF,0,47914,,,,25530,,,,1636,,,,,,,,,,,,
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B19-0M_Rate69,0,19937,,,,758,,,,63,,,,,B_CTD0152-B19-0M_Rate34,,,,,,,944382
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,17,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B17-5M,0,20783,,,,903,,,,68,,,,,B_CTD0152-B17-5M,,,,,,,872765
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,15,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B15-10M,0,28807,,,,1512,,,,92,,,,,B_CTD0152-B15-10M,,,,,,,744191
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B13-15M,0,32130,,,,923,,,,39,,,,,B_CTD0152-B13-15M,,,,,,,573250
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B11-20M,0,14406,,,,580,,,,34,,,,,B_CTD0152-B11-20M,,,,,,,620574
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,9,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B9-25M,0,7005,,,,488,,,,39,,,,,B_CTD0152-B9-25M,,,,,,,485735
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B7-30M,0,1275,,,,237,,,,39,,,,,B_CTD0152-B7-30M,,,,,,,311529
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B5-40M,0,97,,,,140,,,,24,,,,,B_CTD0152-B5-40M,,,,,,,192221
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,3,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B3-50M,0,34,,,,34,,,,0,,,,,B_CTD0152-B3-50M,,,,,,,178956
Amundsen,2016,,2016-07-04,,,70,30,N,63,2,W,G603,152,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0152-B1-100M,0,97,,,,63,,,,0,,,,,B_CTD0152-B1-100M,,,,,,,192250
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B18-0M_Rate67,0,16896,,,,622,,,,25,,,,,B_CTD0155-B18-0M_Rate34,,,,,,,931382
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B16-10M,0,18776,,,,736,,,,85,,,,,B_CTD0155-B16-10M,,,,,,,895912
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,15,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B15-15M,0,16433,,,,970,,,,75,,,,,B_CTD0155-B15-15M,,,,,,,994294
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,12,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B12-20M,0,12607,,,,1055,,,,15,,,,,B_CTD0155-B12-20M,,,,,,,992132
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,11,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B11-25M,0,7970,,,,886,,,,15,,,,,B_CTD0155-B11-25M,,,,,,,588368
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,9,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B9-30M,0,5075,,,,537,,,,25,,,,,B_CTD0155-B9-30M,,,,,,,355044
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,7,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B7-40M,0,1517,,,,468,,,,40,,,,,B_CTD0155-B7-40M,,,,,,,309765
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,5,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B5-50M,0,448,,,,289,,,,20,,,,,B_CTD0155-B5-50M,,,,,,,235441
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,3,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B3-60M,0,109,,,,114,,,,0,,,,,B_CTD0155-B3-60M,,,,,,,202221
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,155,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0155-B1-100M,0,80,,,,25,,,,0,,,,,B_CTD0155-B1-100M,,,,,,,142985
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B21-0M_Rate65,0,15041,,,,764,,,,62,,,,,B_CTD0156-B21-0M_Rate36,,,,,,,793875
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,19,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B19-10M,0,16020,,,,985,,,,90,,,,,B_CTD0156-B19-10M,,,,,,,908806
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,17,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B17-20M,0,12741,,,,796,,,,25,,,,,B_CTD0156-B17-20M,,,,,,,703681
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,13,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B13-30M,0,8418,,,,532,,,,30,,,,,B_CTD0156-B13-30M,,,,,,,413208
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,11,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B11-40M,0,5065,,,,373,,,,25,,,,,B_CTD0156-B11-40M,,,,,,,327319
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,10,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B10-50M,0,6488,,,,831,,,,30,,,,,B_CTD0156-B10-50M,,,,,,,375250
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,7,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B7-75M,0,318,,,,60,,,,0,,,,,B_CTD0156-B7-75M,,,,,,,142722
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,6,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B6-100M,0,0,,,,0,,,,0,,,,,B_CTD0156-B6-100M,,,,,,,150375
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,5,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B5-150M,0,0,,,,0,,,,0,,,,,B_CTD0156-B5-150M,,,,,,,130056
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,4,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B4-200M,0,0,,,,0,,,,0,,,,,B_CTD0156-B4-200M,,,,,,,232097
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,3,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B3-250M,0,0,,,,0,,,,0,,,,,B_CTD0156-B3-250M,,,,,,,157389
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B1-350M,0,0,,,,0,,,,0,,,,,B_CTD0156-B1-350M,,,,,,,144597
Amundsen,2016,,2016-07-04,,,70,28,N,62,28,W,G605,156,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B21-0M_TFF,0,662617,,,,122572,,,,6229,,,,,,,,,,,,
Amundsen,2016,,2016-07-05,,,70,28,N,62,28,W,G605,156,17,,TFF,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0156-B17-20M_TFF,0,364139,,,,33900,,,,1478,,,,,,,,,,,,
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B18-0M_Rate66,0,14803,,,,2949,,,,0,,,,,B_CTD0159-B18-0M_Rate67,,,,,,,891214
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,16,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B16-20M,0,25919,,,,15066,,,,0,,,,,B_CTD0159-B16-20M,,,,,,,1380657
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,14,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B14-25M,0,9303,,,,26859,,,,0,,,,,B_CTD0159-B14-25M,,,,,,,764600
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,11,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B11-30M,0,4742,,,,10232,,,,0,,,,,B_CTD0159-B11-30M,,,,,,,723300
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,9,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B9-35M,0,3222,,,,3404,,,,0,,,,,B_CTD0159-B9-35M,,,,,,,550371
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,7,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B7-40M,0,1924,,,,2232,,,,0,,,,,B_CTD0159-B7-40M,,,,,,,460100
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,5,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B5-50M,0,1177,,,,1212,,,,0,,,,,B_CTD0159-B5-50M,,,,,,,369486
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,3,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B3-70M,0,0,,,,0,,,,0,,,,,B_CTD0159-B3-70M,,,,,,,205171
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,159,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0159-B1-100M,0,0,,,,0,,,,0,,,,,B_CTD0159-B1-100M,,,,,,,194843
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B21-0M_Rate64,0,6245,,,,2250,,,,0,,,,,NF_CTD0160-B21-0M_Rate35,,,,,,,779843
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,19,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B19-10M,0,6599,,,,2417,,,,0,,,,,B_CTD0160-B19-10M,,,,,,,952471
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,17,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B17-20M,0,21089,,,,5484,,,,0,,,,,B_CTD0160-B17-20M,,,,,,,1175043
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,14,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B14-25M,0,6609,,,,29370,,,,0,,,,,B_CTD0160-B14-25M,,,,,,,889414
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,13,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B13-30M,0,3469,,,,17870,,,,0,,,,,B_CTD0160-B13-30M,,,,,,,745771
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,8,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B8-35M,0,2214,,,,6214,,,,0,,,,,B_CTD0160-B8-35M,,,,,,,487071
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,7,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B7-50M,0,859,,,,297,,,,0,,,,,B_CTD0160-B7-50M,,,,,,,357100
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,5,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B6-75M,0,630,,,,234,,,,0,,,,,B_CTD0160-B6-75M,,,,,,,355400
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B4-100M,0,245,,,,109,,,,0,,,,,B_CTD0160-B4-100M,,,,,,,258229
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,3,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B3-200M,0,1130,,,,255,,,,0,,,,,B_CTD0160-B3-200M,,,,,,,241114
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,2,,water,,250,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B2-250M,0,1005,,,,266,,,,0,,,,,B_CTD0160-B2-250M,,,,,,,279814
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B1-350M,0,859,,,,307,,,,0,,,,,B_CTD0160-B1-350M,,,,,,,236857
Amundsen,2016,,2016-07-05,,,70,29,N,59,31,W,G615,160,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B21-0M_TFF,0,189375,,,,72760,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-07-06,,,70,29,N,59,31,W,G615,160,14,,TFF,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0160-B14-25M_TFF,0,246510,,,,1976146,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B19-0M_Rate65,0,5928,,,,5431,,,,92,,,,,B_CTD0164-B19-0M_Rate31,,,,,,,839355
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,17,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B17-5M,0,6195,,,,3959,,,,113,,,,,B_CTD0164-B17-5M,,,,,,,949629
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,15,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B15-10M,0,6133,,,,4031,,,,77,,,,,B_CTD0164-B15-10M,,,,,,,987387
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,13,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B13-15M,0,17415,,,,2785,,,,67,,,,,B_CTD0164-B13-15M,,,,,,,822645
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B11-20M,0,18297,,,,1872,,,,215,,,,,B_CTD0164-B11-20M,,,,,,,805048
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,9,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B9-25M,0,15441,,,,785,,,,67,,,,,B_CTD0164-B9-25M,,,,,,,609855
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B7-30M,0,9087,,,,687,,,,67,,,,,B_CTD0164-B7-30M,,,,,,,467565
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B5-40M,0,3805,,,,436,,,,41,,,,,B_CTD0164-B5-40M,,,,,,,377403
Amundsen,2016,,2016-07-06,,,70,30,N,60,26,W,G612,164,3,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD0164-B3-60M,0,292,,,,221,,,,0,,,,,B_CTD0164-B3-60M,,,,,,,233968
